trial,method,n,m,k,noise_std,matrix_type,nrmse,precision,recall,f1,exact_support
18,LearnedSupportMLP,256,128,55,0.01,coherent,0.5542946739790199,0.41818181818181815,0.41818181818181815,0.41818181818181815,0
18,OMP,256,128,55,0.01,coherent,0.03171395803658574,0.9636363636363636,0.9636363636363636,0.9636363636363636,0
18,OMP_LearnedUnion,256,128,55,0.01,coherent,0.032164983471026344,0.9636363636363636,0.9636363636363636,0.9636363636363636,0
18,CoSaMP,256,128,55,0.01,coherent,0.3929106597233539,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
19,CorrelationTopK,256,128,55,0.01,coherent,0.5122780150124091,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
19,LearnedSupportMLP,256,128,55,0.01,coherent,0.566309747410476,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
19,OMP,256,128,55,0.01,coherent,0.12933341490667727,0.8181818181818182,0.8181818181818182,0.8181818181818182,0
19,OMP_LearnedUnion,256,128,55,0.01,coherent,0.12342947354300966,0.8545454545454545,0.8545454545454545,0.8545454545454545,0
19,CoSaMP,256,128,55,0.01,coherent,0.29161305731245984,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
20,CorrelationTopK,256,128,55,0.01,coherent,0.7620725830011308,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
20,LearnedSupportMLP,256,128,55,0.01,coherent,0.7097768022055804,0.41818181818181815,0.41818181818181815,0.41818181818181815,0
20,OMP,256,128,55,0.01,coherent,0.0184911750412141,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
20,OMP_LearnedUnion,256,128,55,0.01,coherent,0.019132457225550622,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
20,CoSaMP,256,128,55,0.01,coherent,0.3221074012050102,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
21,CorrelationTopK,256,128,55,0.01,coherent,0.6935071382029383,0.45454545454545453,0.45454545454545453,0.45454545454545453,0
21,LearnedSupportMLP,256,128,55,0.01,coherent,0.4888293883192932,0.509090909090909,0.509090909090909,0.509090909090909,0
21,OMP,256,128,55,0.01,coherent,0.36017114595258887,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
21,OMP_LearnedUnion,256,128,55,0.01,coherent,0.2893352023393252,0.6727272727272727,0.6727272727272727,0.6727272727272727,0
21,CoSaMP,256,128,55,0.01,coherent,0.2505241100836527,0.6909090909090909,0.6909090909090909,0.6909090909090909,0
22,CorrelationTopK,256,128,55,0.01,coherent,0.831072803225389,0.32727272727272727,0.32727272727272727,0.32727272727272727,0
22,LearnedSupportMLP,256,128,55,0.01,coherent,0.7032905469424289,0.4,0.4,0.4000000000000001,0
22,OMP,256,128,55,0.01,coherent,0.019640578585050847,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
22,OMP_LearnedUnion,256,128,55,0.01,coherent,0.023963968663473858,0.9272727272727272,0.9272727272727272,0.9272727272727272,0
22,CoSaMP,256,128,55,0.01,coherent,0.5680053651936491,0.5454545454545454,0.5454545454545454,0.5454545454545454,0
23,CorrelationTopK,256,128,55,0.01,coherent,0.6930437139161577,0.4,0.4,0.4000000000000001,0
23,LearnedSupportMLP,256,128,55,0.01,coherent,0.5444070711703295,0.4727272727272727,0.4727272727272727,0.4727272727272727,0
23,OMP,256,128,55,0.01,coherent,0.4209714654288009,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
23,OMP_LearnedUnion,256,128,55,0.01,coherent,0.3545130341642162,0.6727272727272727,0.6727272727272727,0.6727272727272727,0
23,CoSaMP,256,128,55,0.01,coherent,0.6006237495574372,0.509090909090909,0.509090909090909,0.509090909090909,0
24,CorrelationTopK,256,128,55,0.01,coherent,0.8434605197133059,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
24,LearnedSupportMLP,256,128,55,0.01,coherent,0.5701822011881409,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
24,OMP,256,128,55,0.01,coherent,0.17434371187405234,0.8181818181818182,0.8181818181818182,0.8181818181818182,0
24,OMP_LearnedUnion,256,128,55,0.01,coherent,0.1568510783413362,0.8363636363636363,0.8363636363636363,0.8363636363636363,0
24,CoSaMP,256,128,55,0.01,coherent,0.3255456138881021,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
25,CorrelationTopK,256,128,55,0.01,coherent,0.7871095863268053,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
25,LearnedSupportMLP,256,128,55,0.01,coherent,0.6820144613800345,0.4727272727272727,0.4727272727272727,0.4727272727272727,0
25,OMP,256,128,55,0.01,coherent,0.6308009040072343,0.5272727272727272,0.5272727272727272,0.5272727272727272,0
25,OMP_LearnedUnion,256,128,55,0.01,coherent,0.6310793604630344,0.5454545454545454,0.5454545454545454,0.5454545454545454,0
25,CoSaMP,256,128,55,0.01,coherent,0.5025471928535061,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
26,CorrelationTopK,256,128,55,0.01,coherent,0.7695101444105071,0.36363636363636365,0.36363636363636365,0.36363636363636365,0
26,LearnedSupportMLP,256,128,55,0.01,coherent,0.641026140953893,0.41818181818181815,0.41818181818181815,0.41818181818181815,0
26,OMP,256,128,55,0.01,coherent,0.0417659423940869,0.8909090909090909,0.8909090909090909,0.8909090909090909,0
26,OMP_LearnedUnion,256,128,55,0.01,coherent,0.046525373740456163,0.8727272727272727,0.8727272727272727,0.8727272727272727,0
26,CoSaMP,256,128,55,0.01,coherent,0.5285665270834246,0.509090909090909,0.509090909090909,0.509090909090909,0
27,CorrelationTopK,256,128,55,0.01,coherent,0.5824869564068965,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
27,LearnedSupportMLP,256,128,55,0.01,coherent,0.6515330013362252,0.34545454545454546,0.34545454545454546,0.34545454545454546,0
27,OMP,256,128,55,0.01,coherent,0.12464957851457391,0.7818181818181819,0.7818181818181819,0.7818181818181819,0
27,OMP_LearnedUnion,256,128,55,0.01,coherent,0.12177846029028837,0.7818181818181819,0.7818181818181819,0.7818181818181819,0
27,CoSaMP,256,128,55,0.01,coherent,0.37519218704680307,0.5818181818181818,0.5818181818181818,0.5818181818181818,0
28,CorrelationTopK,256,128,55,0.01,coherent,0.909380615327025,0.32727272727272727,0.32727272727272727,0.32727272727272727,0
28,LearnedSupportMLP,256,128,55,0.01,coherent,0.6123011044233921,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
28,OMP,256,128,55,0.01,coherent,0.4132573503855617,0.6363636363636364,0.6363636363636364,0.6363636363636364,0
28,OMP_LearnedUnion,256,128,55,0.01,coherent,0.39694654800276563,0.6363636363636364,0.6363636363636364,0.6363636363636364,0
28,CoSaMP,256,128,55,0.01,coherent,0.5057536054861295,0.5818181818181818,0.5818181818181818,0.5818181818181818,0
29,CorrelationTopK,256,128,55,0.01,coherent,0.6048267078182012,0.43636363636363634,0.43636363636363634,0.43636363636363634,0
29,LearnedSupportMLP,256,128,55,0.01,coherent,0.7219887701927725,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
29,OMP,256,128,55,0.01,coherent,0.09911635383129559,0.8545454545454545,0.8545454545454545,0.8545454545454545,0
29,OMP_LearnedUnion,256,128,55,0.01,coherent,0.08381450738672207,0.8909090909090909,0.8909090909090909,0.8909090909090909,0
29,CoSaMP,256,128,55,0.01,coherent,0.3360213345658286,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
30,CorrelationTopK,256,128,55,0.01,coherent,0.6540317722259145,0.36363636363636365,0.36363636363636365,0.36363636363636365,0
30,LearnedSupportMLP,256,128,55,0.01,coherent,0.6114086041428688,0.43636363636363634,0.43636363636363634,0.43636363636363634,0
30,OMP,256,128,55,0.01,coherent,0.36953665137975944,0.6,0.6,0.6,0
30,OMP_LearnedUnion,256,128,55,0.01,coherent,0.3552326693967523,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
30,CoSaMP,256,128,55,0.01,coherent,0.562844666931826,0.45454545454545453,0.45454545454545453,0.45454545454545453,0
31,CorrelationTopK,256,128,55,0.01,coherent,0.8151753144840309,0.36363636363636365,0.36363636363636365,0.36363636363636365,0
31,LearnedSupportMLP,256,128,55,0.01,coherent,0.5791629830433282,0.4727272727272727,0.4727272727272727,0.4727272727272727,0
31,OMP,256,128,55,0.01,coherent,0.8215030083702387,0.4,0.4,0.4000000000000001,0
31,OMP_LearnedUnion,256,128,55,0.01,coherent,0.7264192595788225,0.45454545454545453,0.45454545454545453,0.45454545454545453,0
31,CoSaMP,256,128,55,0.01,coherent,0.6611983547423297,0.5272727272727272,0.5272727272727272,0.5272727272727272,0
32,CorrelationTopK,256,128,55,0.01,coherent,0.7706099136259185,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
32,LearnedSupportMLP,256,128,55,0.01,coherent,0.6534357809339892,0.41818181818181815,0.41818181818181815,0.41818181818181815,0
32,OMP,256,128,55,0.01,coherent,0.02189927524674885,0.9272727272727272,0.9272727272727272,0.9272727272727272,0
32,OMP_LearnedUnion,256,128,55,0.01,coherent,0.022974035533295616,0.9272727272727272,0.9272727272727272,0.9272727272727272,0
32,CoSaMP,256,128,55,0.01,coherent,0.44912642496377214,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
33,CorrelationTopK,256,128,55,0.01,coherent,1.0355407186716699,0.3090909090909091,0.3090909090909091,0.3090909090909091,0
33,LearnedSupportMLP,256,128,55,0.01,coherent,0.7470787153758605,0.34545454545454546,0.34545454545454546,0.34545454545454546,0
33,OMP,256,128,55,0.01,coherent,0.6233824954223754,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
33,OMP_LearnedUnion,256,128,55,0.01,coherent,0.6125781261307519,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
33,CoSaMP,256,128,55,0.01,coherent,0.6225784419522196,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
34,CorrelationTopK,256,128,55,0.01,coherent,0.7469294969948569,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
34,LearnedSupportMLP,256,128,55,0.01,coherent,0.7309382871795196,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
34,OMP,256,128,55,0.01,coherent,0.049974405608863896,0.9090909090909091,0.9090909090909091,0.9090909090909091,0
34,OMP_LearnedUnion,256,128,55,0.01,coherent,0.03712234089483116,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
34,CoSaMP,256,128,55,0.01,coherent,0.4288563776500121,0.6363636363636364,0.6363636363636364,0.6363636363636364,0
35,CorrelationTopK,256,128,55,0.01,coherent,0.928898525842836,0.2545454545454545,0.2545454545454545,0.2545454545454545,0
35,LearnedSupportMLP,256,128,55,0.01,coherent,0.7646126873523635,0.34545454545454546,0.34545454545454546,0.34545454545454546,0
35,OMP,256,128,55,0.01,coherent,0.4403919761999437,0.6363636363636364,0.6363636363636364,0.6363636363636364,0
35,OMP_LearnedUnion,256,128,55,0.01,coherent,0.3846766247475394,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
35,CoSaMP,256,128,55,0.01,coherent,0.5096152529157997,0.5818181818181818,0.5818181818181818,0.5818181818181818,0
36,CorrelationTopK,256,128,55,0.01,coherent,0.956492633217478,0.2545454545454545,0.2545454545454545,0.2545454545454545,0
36,LearnedSupportMLP,256,128,55,0.01,coherent,0.6267709311794046,0.4,0.4,0.4000000000000001,0
36,OMP,256,128,55,0.01,coherent,0.4027875689493973,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
36,OMP_LearnedUnion,256,128,55,0.01,coherent,0.3962601394833257,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
36,CoSaMP,256,128,55,0.01,coherent,0.7428537623130644,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
37,CorrelationTopK,256,128,55,0.01,coherent,0.634062395140417,0.43636363636363634,0.43636363636363634,0.43636363636363634,0
37,LearnedSupportMLP,256,128,55,0.01,coherent,0.5978194132374286,0.4,0.4,0.4000000000000001,0
37,OMP,256,128,55,0.01,coherent,0.01352289374567837,0.9636363636363636,0.9636363636363636,0.9636363636363636,0
37,OMP_LearnedUnion,256,128,55,0.01,coherent,0.014208029406883538,0.9636363636363636,0.9636363636363636,0.9636363636363636,0
37,CoSaMP,256,128,55,0.01,coherent,0.3854689225865339,0.6545454545454545,0.6545454545454545,0.6545454545454545,0
38,CorrelationTopK,256,128,55,0.01,coherent,0.6572084576205822,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
38,LearnedSupportMLP,256,128,55,0.01,coherent,0.6717165589673765,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
38,OMP,256,128,55,0.01,coherent,0.4109158871644558,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
38,OMP_LearnedUnion,256,128,55,0.01,coherent,0.3816782084406477,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
38,CoSaMP,256,128,55,0.01,coherent,0.41580081780759603,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
39,CorrelationTopK,256,128,55,0.01,coherent,0.6875466971640902,0.36363636363636365,0.36363636363636365,0.36363636363636365,0
39,LearnedSupportMLP,256,128,55,0.01,coherent,0.5399546319261826,0.45454545454545453,0.45454545454545453,0.45454545454545453,0
39,OMP,256,128,55,0.01,coherent,0.1945858827227609,0.7090909090909091,0.7090909090909091,0.7090909090909091,0
39,OMP_LearnedUnion,256,128,55,0.01,coherent,0.16788313542729869,0.7454545454545455,0.7454545454545455,0.7454545454545455,0
39,CoSaMP,256,128,55,0.01,coherent,0.48737836928693534,0.5272727272727272,0.5272727272727272,0.5272727272727272,0
40,CorrelationTopK,256,128,55,0.01,coherent,0.8665312790389521,0.2545454545454545,0.2545454545454545,0.2545454545454545,0
40,LearnedSupportMLP,256,128,55,0.01,coherent,0.7608334957864584,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
40,OMP,256,128,55,0.01,coherent,0.6709326073252062,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
40,OMP_LearnedUnion,256,128,55,0.01,coherent,0.656267242025376,0.4909090909090909,0.4909090909090909,0.4909090909090909,0
40,CoSaMP,256,128,55,0.01,coherent,0.48434267428788547,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
41,CorrelationTopK,256,128,55,0.01,coherent,0.7933619325815836,0.34545454545454546,0.34545454545454546,0.34545454545454546,0
41,LearnedSupportMLP,256,128,55,0.01,coherent,0.7923348333525919,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
41,OMP,256,128,55,0.01,coherent,0.029016401566412286,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
41,OMP_LearnedUnion,256,128,55,0.01,coherent,0.031689867223684116,0.9454545454545454,0.9454545454545454,0.9454545454545454,0
41,CoSaMP,256,128,55,0.01,coherent,0.4629359909550201,0.6,0.6,0.6,0
42,CorrelationTopK,256,128,55,0.01,coherent,0.7741853736181882,0.34545454545454546,0.34545454545454546,0.34545454545454546,0
42,LearnedSupportMLP,256,128,55,0.01,coherent,0.6707063246389883,0.4,0.4,0.4000000000000001,0
42,OMP,256,128,55,0.01,coherent,0.3941109793510062,0.6,0.6,0.6,0
42,OMP_LearnedUnion,256,128,55,0.01,coherent,0.37974725925593505,0.6181818181818182,0.6181818181818182,0.6181818181818182,0
42,CoSaMP,256,128,55,0.01,coherent,0.4597440533300293,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
43,CorrelationTopK,256,128,55,0.01,coherent,0.8616128351145378,0.32727272727272727,0.32727272727272727,0.32727272727272727,0
43,LearnedSupportMLP,256,128,55,0.01,coherent,0.7202156551799307,0.38181818181818183,0.38181818181818183,0.38181818181818183,0
43,OMP,256,128,55,0.01,coherent,0.051374160793741394,0.8727272727272727,0.8727272727272727,0.8727272727272727,0
43,OMP_LearnedUnion,256,128,55,0.01,coherent,0.05088593431557741,0.8727272727272727,0.8727272727272727,0.8727272727272727,0
43,CoSaMP,256,128,55,0.01,coherent,0.3698334751028706,0.5454545454545454,0.5454545454545454,0.5454545454545454,0
44,CorrelationTopK,256,128,55,0.01,coherent,0.7775644643765799,0.4,0.4,0.4000000000000001,0
44,LearnedSupportMLP,256,128,55,0.01,coherent,0.6705789495488866,0.45454545454545453,0.45454545454545453,0.45454545454545453,0
44,OMP,256,128,55,0.01,coherent,0.5219938873705049,0.5636363636363636,0.5636363636363636,0.5636363636363636,0
44,OMP_LearnedUnion,256,128,55,0.01,coherent,0.5267653463670163,0.5454545454545454,0.5454545454545454,0.5454545454545454,0
44,CoSaMP,256,128,55,0.01,coherent,0.39116806875956095,0.6,0.6,0.6,0
45,CorrelationTopK,256,128,55,0.01,coherent,0.6459224314833316,0.41818181818181815,0.41818181818181815,0.41818181818181815,0
